user_pseudo_id,device_category,country,traffic_medium,count_view_item,count_add_to_cart,count_begin_checkout,target_has_purchased
3342492.9714945477,mobile,Belgium,referral,5,0,0,0
3440584.1643432986,desktop,Canada,<Other>,0,0,0,0
3445455.3050336326,mobile,Thailand,(none),1,0,0,0
3474227.1054809888,desktop,India,(none),0,0,0,0
3494247.1966534026,desktop,United States,organic,0,0,0,0
3497997.1789420747,desktop,United States,<Other>,0,0,0,0
3521047.5522738769,tablet,Canada,referral,0,0,0,0
3624780.6204066755,desktop,India,<Other>,1,0,0,0
3657775.1726682974,mobile,Canada,referral,2,0,0,0
3694504.8835378753,desktop,Russia,organic,1,0,4,0
3700334.7184516647,desktop,United States,<Other>,0,0,0,0
3710651.2699639750,mobile,United States,(none),0,0,0,0
3726781.3272976601,desktop,United States,referral,0,0,0,0
3750412.8673039241,desktop,United States,cpc,0,0,0,0
3804054.5365156098,desktop,Ukraine,<Other>,0,0,0,0
3813928.3734245674,desktop,Taiwan,organic,1,0,0,0
3829861.2867333662,desktop,United States,organic,7,0,6,0
3848898.4140498266,desktop,United States,organic,0,0,0,0
3860508.1339483315,desktop,France,referral,0,0,0,0
3861036.4662275457,desktop,United States,referral,0,0,0,0
3883766.0600677737,desktop,Canada,organic,0,0,0,0
3885355.1218782700,desktop,United States,<Other>,0,0,0,0
3915540.7434382004,desktop,Mexico,referral,0,0,0,0
3951061.9657575849,desktop,United States,<Other>,0,0,0,0
3976408.9318533722,desktop,India,referral,5,0,0,0
3980652.4530069190,desktop,United States,referral,28,0,3,1
4005568.9725406537,desktop,United States,<Other>,8,0,2,0
4052800.6465366031,desktop,United States,organic,0,0,0,0
4055631.1894637791,desktop,Japan,<Other>,0,0,0,0
4148011.2823877526,desktop,Canada,referral,0,0,0,0
4217583.1968658796,mobile,Singapore,referral,3,0,0,0
4218585.0690508150,desktop,India,(none),0,0,0,0
4224799.7836389348,mobile,Netherlands,organic,0,0,0,0
4232128.6570905329,mobile,Sweden,(none),0,0,0,0
4240182.8403676398,desktop,United States,referral,9,0,0,0
4289784.9960596568,desktop,Poland,(none),0,0,0,0
4292645.4755814019,desktop,United States,organic,0,0,0,0
4383304.0090472222,desktop,Saudi Arabia,organic,55,0,2,0
4394532.8141085909,desktop,United States,organic,8,0,0,0
4438834.9357732402,desktop,Saudi Arabia,(none),0,0,0,0
4455248.6773045047,desktop,United States,(none),0,0,0,0
4479500.2910322242,desktop,United Kingdom,organic,1,0,0,0
4543570.0775493899,desktop,South Africa,organic,4,0,0,0
4553455.6201573667,mobile,(not set),referral,2,0,0,0
4564534.5178675731,mobile,Spain,<Other>,0,0,0,0
4567325.5643571379,desktop,Thailand,(none),0,0,0,0
4600625.9582832048,mobile,United Arab Emirates,<Other>,56,0,2,0
4612938.3619507636,desktop,United States,organic,0,0,0,0
4664837.8390408690,mobile,Singapore,organic,0,0,0,0
4701917.2237079157,desktop,United States,organic,0,0,0,0
4730417.4150454802,mobile,India,referral,8,0,0,0
4734903.8935246657,mobile,United States,<Other>,88,0,8,0
4771702.1304367602,desktop,United Kingdom,referral,0,0,0,0
4772030.5489122041,desktop,Israel,(none),0,0,0,0
4804375.1076783166,desktop,Canada,organic,0,0,0,0
4827142.3758062270,desktop,Hong Kong,referral,0,0,0,0
4868214.9520604955,desktop,Morocco,<Other>,0,0,0,0
4881981.3855181355,desktop,United States,<Other>,0,0,0,0
4915025.7163717595,desktop,United States,referral,1,0,0,0
4923481.5504407543,mobile,United States,referral,0,0,0,0
4983865.9578536501,desktop,Hong Kong,referral,26,0,14,1
4987235.4556833530,desktop,United States,(none),0,0,0,0
4994301.8428286855,desktop,United States,organic,0,0,0,0
5038794.8429800622,desktop,United States,organic,0,0,0,0
5150621.1842103456,desktop,Belgium,referral,0,0,0,0
5160306.5020132418,desktop,India,cpc,0,0,0,0
5210900.7153494516,desktop,United States,<Other>,2,0,0,0
5215082.0355911111,mobile,United States,organic,15,0,0,0
5242740.3027110338,mobile,United States,referral,24,0,2,1
5244758.2049009734,desktop,Bangladesh,organic,0,0,0,0
5263075.9915524204,desktop,United States,cpc,0,0,0,0
5264475.9354604403,desktop,United States,organic,0,0,0,0
5314036.1134720769,mobile,Canada,referral,0,0,0,0
5331193.5398457339,desktop,France,organic,0,0,0,0
5372247.3193528407,desktop,Mexico,referral,0,0,0,0
5378261.4915393685,mobile,United States,referral,0,0,0,0
5383865.5805903966,desktop,China,organic,0,0,0,0
5388972.2857523683,desktop,United States,(none),0,0,0,0
5444290.4109114198,desktop,Switzerland,(none),4,0,0,0
5447364.7104529987,desktop,United States,organic,1,0,0,0
5476118.7175644367,desktop,Poland,(none),1,0,0,0
5491744.7685387672,desktop,India,organic,2,0,0,0
5554806.8153843553,desktop,Canada,organic,0,0,0,0
5639765.1611398998,mobile,India,referral,3,0,2,0
5681590.9984465825,desktop,United States,organic,0,0,0,0
5718318.6068316899,mobile,United States,<Other>,2,0,2,0
5803240.1965567216,mobile,United States,organic,58,0,2,0
5808873.7280516150,mobile,United States,(none),0,0,0,0
5867903.2500977341,mobile,United States,referral,10,0,0,0
5876559.1942436401,desktop,Italy,organic,0,0,0,0
5913408.2499075664,mobile,United States,organic,0,0,0,0
5945718.9383173023,desktop,United Kingdom,referral,75,0,2,1
5951503.2830867633,desktop,Brazil,referral,12,0,4,1
5962597.3582152645,mobile,Bahamas,organic,0,0,0,0
6000871.9720025091,desktop,United States,referral,0,0,0,0
6151599.7547010396,desktop,United States,referral,2,0,2,1
6334854.3734753931,desktop,United States,<Other>,1,0,0,0
6448487.5632454708,desktop,United States,organic,0,0,0,0
6461706.4739019200,desktop,United States,organic,0,0,0,0
6513385.8024724718,desktop,Netherlands,organic,2,0,0,0
6566215.4121981446,desktop,United States,referral,0,0,0,0
6625648.3094634178,desktop,Taiwan,referral,0,0,0,0
6750411.5079926884,desktop,Australia,referral,3,0,2,0
6750891.0063720066,mobile,Turkey,organic,1,0,0,0
6754222.1288933911,desktop,United States,organic,4,0,0,0
6760613.8571564858,mobile,Indonesia,referral,0,0,0,0
6777268.6826123921,desktop,United States,<Other>,0,0,0,0
6811712.3684078242,tablet,United States,(none),0,0,0,0
6827475.5509398163,desktop,Sweden,referral,0,0,0,0
6852707.6323656549,desktop,(not set),organic,0,0,0,0
6869978.5373458705,desktop,India,organic,0,0,0,0
6872466.7196596371,desktop,United States,organic,0,0,0,0
6897397.7629954763,desktop,United States,organic,0,0,0,0
6926971.0173899106,mobile,Germany,(none),0,0,0,0
6931781.3283642694,mobile,Canada,referral,0,0,0,0
6936291.3109991572,mobile,United Kingdom,organic,0,0,0,0
6945065.6789155894,desktop,United States,referral,0,0,0,0
6961838.2919122157,mobile,United States,<Other>,4,0,4,1
6962712.4878166002,desktop,Ireland,<Other>,1,0,0,0
7025300.6104157644,mobile,United States,referral,0,0,0,0
7035663.8216105588,desktop,Spain,organic,0,0,0,0
7056307.6159923512,mobile,United States,organic,0,0,0,0
7069533.6896288125,mobile,India,organic,58,0,2,0
7086503.1056829706,desktop,United States,referral,1,0,0,0
7114257.8459883003,desktop,United States,<Other>,0,0,0,0
7130841.2209214119,mobile,France,cpc,0,0,0,0
7132638.9049857200,desktop,United States,organic,0,0,0,0
7226038.3766665391,desktop,Canada,referral,0,0,0,0
7229864.4963289256,mobile,Philippines,referral,2,0,0,0
7268894.0651631653,mobile,Canada,organic,0,0,0,0
7379572.1106618340,desktop,United States,(none),1,0,0,0
7437280.0162004247,mobile,Canada,<Other>,0,0,0,0
7444839.8804218896,desktop,United States,organic,14,0,4,1
7462627.0787055668,desktop,United States,organic,0,0,0,0
7503031.8349126433,desktop,United States,(data deleted),4,0,0,0
7537345.4974763723,desktop,United States,referral,0,0,0,0
7544475.1895410090,desktop,United States,organic,1,0,0,0
7639020.2001054416,mobile,India,cpc,0,0,0,0
7648548.3082223851,mobile,Belgium,<Other>,0,0,0,0
7672681.6997556283,desktop,Colombia,referral,8,0,2,0
7675977.9975821042,desktop,Canada,<Other>,0,0,0,0
7683432.1156868239,desktop,United States,referral,0,0,0,0
7716007.6510381751,desktop,Slovenia,organic,0,0,0,0
7758027.6522434066,mobile,Canada,cpc,0,0,0,0
7800810.3847750292,desktop,Poland,referral,0,0,0,0
7801457.1482591759,desktop,Turkey,<Other>,2,0,0,0
7805212.5773682148,desktop,Mexico,organic,0,0,0,0
7824495.2466894333,desktop,Italy,organic,0,0,0,0
7880060.1901925631,desktop,India,referral,0,0,0,0
7916630.4614753415,desktop,United States,organic,0,0,0,0
7941610.1789983205,mobile,Canada,referral,0,0,0,0
7951792.3734973781,desktop,United States,organic,1,0,0,0
7962040.5949620473,desktop,Australia,referral,0,0,0,0
7962956.9533545007,desktop,Canada,<Other>,2,0,0,0
8012911.5066965308,desktop,Spain,organic,0,0,0,0
8022912.7502841900,mobile,Taiwan,(none),0,0,0,0
8079801.5846745858,mobile,United States,referral,0,0,0,0
8083281.6211579318,mobile,India,<Other>,0,0,0,0
8155400.5432807240,mobile,United States,organic,0,0,0,0
8189612.5755951583,desktop,Canada,organic,1,0,0,0
8192029.7302641759,desktop,United States,organic,0,0,0,0
8201935.1773002801,desktop,United States,organic,0,0,0,0
8206442.2465737748,mobile,Singapore,(none),0,0,0,0
8239859.6513744824,mobile,Sweden,organic,0,0,0,0
8268451.4532258030,desktop,Finland,<Other>,0,0,0,0
8303674.7072353848,mobile,Canada,organic,0,0,0,0
8315892.4005806960,mobile,Italy,referral,0,0,0,0
8346859.2806388584,desktop,Mexico,(none),55,0,2,0
8356202.3842850086,mobile,Mexico,organic,0,0,0,0
8375507.6172496139,mobile,Philippines,(none),0,0,0,0
8575251.5881997619,desktop,United States,(none),8,0,0,0
8600076.0430078698,mobile,United States,organic,0,0,0,0
8611314.0113929722,desktop,Slovenia,referral,11,0,0,0
8644843.5239847644,desktop,United States,organic,0,0,0,0
8646722.1203715753,desktop,Canada,referral,3,0,0,0
8669225.7825616641,mobile,United States,(none),0,0,0,0
8675599.6813040708,desktop,Canada,referral,0,0,0,0
8692480.8888703972,desktop,Mexico,organic,1,0,0,0
8710746.3435229378,desktop,United States,organic,0,0,0,0
8726705.9115676655,mobile,Singapore,(none),0,0,0,0
8735747.5391513797,desktop,United States,referral,63,0,3,0
8736539.0254824302,tablet,United States,organic,0,0,0,0
8748244.5883908524,desktop,United States,<Other>,0,0,0,0
8869572.1597497543,desktop,India,organic,1,0,0,0
8872008.3003968101,desktop,Turkey,referral,11,4,2,1
8901932.4953759815,desktop,United States,organic,0,0,0,0
8964060.1553981383,desktop,United States,organic,0,0,0,0
8986150.6013546309,desktop,United Arab Emirates,organic,0,0,0,0
9007367.0853148648,mobile,China,<Other>,0,0,0,0
9032303.8710069970,desktop,Germany,organic,0,0,0,0
9061261.1002245849,desktop,Taiwan,organic,1,0,0,0
9061306.2362773821,mobile,United States,referral,17,0,1,0
9069433.1771601822,mobile,Pakistan,referral,0,0,0,0
9126566.6046052039,mobile,United Arab Emirates,<Other>,0,0,0,0
9147826.1205427845,desktop,United States,cpc,0,0,0,0
9185683.9215068732,desktop,United States,cpc,0,0,0,0
9205623.0788625487,desktop,South Korea,referral,2,0,0,0
9694385.8623079164,desktop,United States,referral,0,0,0,0
9722508.6959834961,desktop,India,organic,0,0,0,0
9818949.0899982333,mobile,United States,(none),1,0,0,0
9864516.3906649483,mobile,United States,organic,0,0,0,0
10368170.4972563398,desktop,United States,cpc,0,0,0,0
10983635.6591408029,mobile,United States,organic,1,0,0,0
11065784.0164395133,desktop,China,organic,0,0,0,0
11278208.4570123718,mobile,India,organic,0,0,0,0
11331120.7218250723,desktop,United States,referral,0,0,0,0
11374787.7565817864,mobile,Ecuador,organic,5,0,0,0
11512385.8842886574,mobile,United States,referral,0,0,0,0
11585521.6782958968,desktop,United States,organic,0,0,0,0
11697886.6935550282,desktop,United States,organic,6,0,0,0
11748989.4118163812,desktop,Canada,organic,0,0,0,0
11782679.7025625502,mobile,India,organic,2,0,0,0
12024350.7019726675,desktop,India,referral,1,0,0,0
12216452.9228543533,desktop,Sri Lanka,referral,0,0,0,0
12518984.0351849278,desktop,Brazil,<Other>,0,0,0,0
12523754.7538430964,mobile,Japan,organic,0,0,0,0
12968310.2328417940,desktop,Turkey,(none),0,0,0,0
12987119.4941763805,desktop,Poland,organic,3,0,0,0
13087278.0923738182,mobile,United Kingdom,<Other>,0,0,0,0
13242284.3555864900,desktop,India,referral,6,0,0,0
13271152.8588186909,mobile,United States,organic,0,0,0,0
13582095.5805137608,mobile,United States,referral,0,0,0,0
14100317.6359422278,mobile,United States,referral,0,0,0,0
14195266.7075713317,desktop,United States,cpc,13,0,0,0
14362790.6700379512,mobile,United States,organic,1,0,0,0
14439523.8717999667,desktop,United States,<Other>,1,0,0,0
14439934.2316438504,mobile,United States,organic,1,0,0,0
15020985.5870557876,mobile,United States,<Other>,0,0,0,0
15172724.7846703148,mobile,United States,referral,2,0,0,0
15564576.0875528876,desktop,United States,referral,0,0,0,0
15702080.7768373594,mobile,United States,referral,13,0,0,0
15983913.3323226000,desktop,India,organic,0,0,0,0
16395684.5535806915,mobile,United States,cpc,0,0,0,0
17531708.8346241957,mobile,Poland,(none),0,0,0,0
17783416.1464039568,mobile,India,organic,0,0,0,0
17857622.4039601610,desktop,United States,organic,4,0,2,1
18028332.7762474790,desktop,United States,organic,3,0,0,0
18201421.0155240373,mobile,United States,referral,0,0,0,0
18205543.3845384524,mobile,United States,organic,1,0,0,0
19392299.9701327161,desktop,United States,organic,0,0,0,0
19616459.9283858844,desktop,Canada,organic,0,0,0,0
19985424.8138899191,mobile,Australia,organic,0,0,0,0
21200011.1990878015,desktop,United States,organic,11,0,0,0
21497590.6936183037,desktop,United States,referral,46,5,0,0
21595182.2372784679,desktop,India,cpc,0,0,0,0
21823034.3733829394,mobile,United Kingdom,organic,0,0,0,0
21852169.1208657917,desktop,United States,referral,0,0,0,0
22178650.4600515939,mobile,United States,organic,0,0,0,0
22213614.5233247113,mobile,Ukraine,<Other>,0,0,0,0
22375216.0015327039,mobile,United States,organic,0,0,0,0
22628165.6267554051,mobile,United States,organic,0,0,0,0
22893486.9242500189,mobile,Peru,referral,4,0,0,0
23470662.8205713973,desktop,Spain,organic,0,0,0,0
23472993.2312196429,mobile,United States,<Other>,1,0,0,0
23680504.6794314660,mobile,United States,organic,0,0,0,0
23851655.0546635394,mobile,Puerto Rico,organic,2,0,4,1
24109660.8083832467,mobile,Belgium,referral,0,0,0,0
24260085.7573399877,desktop,United States,organic,0,0,0,0
24287720.9299807055,desktop,Canada,(data deleted),1,0,0,0
24606874.9282905077,mobile,Italy,organic,1,0,0,0
25049824.9676152644,desktop,United States,organic,0,0,0,0
25832542.2680031876,mobile,China,referral,0,0,0,0
25923639.4408580283,desktop,India,(none),0,0,0,0
25929543.9209837794,desktop,United States,(none),0,0,0,0
26277862.8849763362,desktop,United States,<Other>,0,0,0,0
26374522.0369618606,desktop,United States,organic,0,0,0,0
26472259.9457170819,mobile,Netherlands,referral,0,0,0,0
26932044.8652379838,desktop,Switzerland,<Other>,0,0,0,0
27170565.1059056768,mobile,India,(none),0,0,0,0
27261163.3182864051,desktop,India,organic,0,0,0,0
27644473.0188857543,mobile,United Kingdom,referral,0,0,0,0
27714934.1300247958,desktop,Chile,referral,0,0,0,0
27859563.8434939854,mobile,Spain,cpc,0,0,0,0
28478443.0108703060,desktop,United States,<Other>,0,0,0,0
29035347.8015724334,desktop,Canada,organic,4,0,4,1
29089116.0663336587,mobile,Italy,organic,0,0,0,0
29289489.3666596356,mobile,Canada,(none),0,0,0,0
29301176.9113244352,tablet,United States,(none),0,0,0,0
29305704.9890775609,desktop,Canada,referral,1,0,0,0
29452068.8091370523,desktop,United States,referral,0,0,0,0
29667810.4013081025,mobile,Turkey,organic,18,0,2,0
30233907.3378712758,desktop,France,(none),0,0,0,0
30301723.5372087806,tablet,United States,(none),0,0,0,0
30400805.1726151749,desktop,Mexico,organic,0,0,0,0
30547066.7497995253,desktop,Spain,organic,4,0,0,0
30675676.3150878065,desktop,United States,organic,36,0,5,1
30743434.4402204887,tablet,Canada,organic,0,0,0,0
30798337.0266016645,desktop,Finland,organic,1,0,0,0
30901125.1571156894,desktop,Peru,referral,1,0,0,0
30924218.8471569387,desktop,Russia,<Other>,0,0,0,0
30927336.8168772812,mobile,India,organic,0,0,0,0
30971834.0446258925,mobile,Italy,(none),0,0,0,0
31269996.5584871130,mobile,United States,<Other>,0,0,0,0
31356344.6879392354,desktop,Poland,(none),0,0,0,0
31370954.6571514393,desktop,United Kingdom,referral,8,0,0,0
31513721.8538894027,tablet,United States,organic,0,0,0,0
31559760.8572143645,desktop,United States,referral,0,0,0,0
32220697.4645573586,desktop,United States,<Other>,0,0,0,0
32260244.4032832094,desktop,United States,<Other>,0,0,0,0
32405111.4503091581,desktop,Germany,(none),0,0,0,0
32864026.4289519252,desktop,Sweden,organic,0,0,0,0
33240607.1716740749,mobile,Argentina,(none),0,0,0,0
33412922.5975919860,desktop,Spain,organic,0,0,0,0
33590452.4299611791,mobile,United States,organic,3,0,0,0
34097737.3302191416,mobile,Poland,referral,7,0,0,0
34291558.9801362987,desktop,India,organic,0,0,0,0
34535850.9097168547,mobile,Netherlands,<Other>,0,0,0,0
34731516.2037696282,mobile,Colombia,referral,0,0,0,0
34935748.8160784102,desktop,United States,(none),0,0,0,0
35029269.1328938300,mobile,Taiwan,(none),0,0,0,0
35093460.2454881817,desktop,United Kingdom,referral,0,0,0,0
35380810.0337031088,desktop,China,referral,0,0,0,0
35413293.4990961286,mobile,India,referral,0,0,0,0
35498716.4069000111,mobile,United States,organic,0,0,0,0
35585427.8446809169,desktop,United States,(none),0,0,0,0
35618058.2260545697,mobile,Canada,<Other>,0,0,0,0
36070371.3791339917,mobile,Canada,<Other>,0,0,0,0
36164767.1634320946,desktop,Oman,organic,2,0,0,0
36166920.1664972439,mobile,United States,<Other>,0,0,0,0
36266238.6867945551,desktop,Indonesia,(none),1,0,0,0
36795871.3899091123,mobile,Italy,(data deleted),0,0,0,0
36882969.4890667151,desktop,United States,organic,0,0,0,0
37235399.3842591196,desktop,Germany,referral,4,0,0,0
37273510.8331184299,mobile,United States,organic,0,0,0,0
37381969.5838881687,desktop,United States,<Other>,0,0,0,0
38008927.6806882406,desktop,United States,referral,0,0,0,0
38016559.9216841449,desktop,Japan,organic,1,0,0,0
38483317.9547121026,mobile,United States,referral,15,0,0,0
39358697.0926482693,mobile,United States,organic,0,0,0,0
39689924.0475602537,mobile,Belgium,organic,6,0,0,0
39744100.3139879546,mobile,Malaysia,organic,0,0,0,0
40037688.2048900275,desktop,United Kingdom,(none),0,0,0,0
40319985.0846666394,desktop,United States,<Other>,0,0,0,0
40430545.7227243436,mobile,United States,cpc,0,0,0,0
40616688.2640329539,mobile,United States,(none),1,0,0,0
41045641.1934823685,desktop,Taiwan,<Other>,1,0,0,0
41124377.7072422441,desktop,United States,organic,56,0,2,0
41298477.8256407505,desktop,Argentina,referral,1,0,0,0
41591856.8388006015,mobile,United States,organic,0,0,0,0
41616430.7732310830,mobile,United States,(none),0,0,0,0
41835111.7456864729,desktop,United States,organic,0,0,0,0
41912095.1882308999,desktop,United States,(none),0,0,0,0
41943285.6217012298,mobile,France,organic,0,0,0,0
42232677.9524761106,desktop,India,<Other>,0,0,0,0
42479018.2066223071,mobile,United States,organic,0,0,0,0
44107544.9320730405,desktop,United States,<Other>,3,0,0,0
44179575.2622284867,desktop,Mexico,(none),0,0,0,0
44934001.1399778062,desktop,United States,referral,28,0,0,0
45449104.5311744269,desktop,Ireland,organic,0,0,0,0
45857128.1094858951,desktop,United States,organic,0,0,0,0
46188854.0439379559,mobile,United States,referral,0,0,0,0
46499441.6533400827,desktop,United Kingdom,referral,0,0,0,0
46718489.2694259605,mobile,China,organic,0,0,0,0
46798723.0478684884,mobile,Germany,organic,0,0,0,0
46840950.9684934533,desktop,China,referral,0,0,0,0
46886050.1314040376,mobile,Russia,organic,0,0,0,0
46952960.1088679502,desktop,Bangladesh,organic,1,0,0,0
47158767.2830451028,desktop,India,<Other>,0,0,0,0
47861544.9893256807,desktop,United States,organic,7,0,0,0
47862660.9726528441,desktop,Brazil,(none),0,0,0,0
47959208.6616632326,mobile,Singapore,<Other>,0,0,0,0
48001720.3129567971,tablet,United States,(none),5,0,2,0
48568581.9056086561,desktop,India,organic,2,0,0,0
50036810.4995402581,desktop,Mexico,cpc,0,0,0,0
50259054.7735270913,mobile,United States,referral,0,0,0,0
50409542.1337064353,mobile,India,organic,0,0,0,0
50569879.3752778091,desktop,Canada,referral,17,0,3,1
50983418.0603557614,mobile,Nigeria,<Other>,0,0,0,0
51020385.8773673453,desktop,United States,(none),0,0,0,0
51028037.0581781688,mobile,France,organic,58,0,2,0
51291087.1940815902,desktop,India,organic,0,0,0,0
51404011.4267543052,mobile,Brazil,<Other>,0,0,0,0
51464825.0306423001,mobile,United States,referral,0,0,0,0
51880254.0670145916,desktop,Indonesia,<Other>,3,0,0,0
52287956.7851650181,desktop,India,organic,0,0,0,0
52532721.8585080940,desktop,Ireland,(none),2,0,0,0
52565912.2309852051,mobile,Japan,referral,15,0,4,1
52752782.3683700523,desktop,Canada,organic,0,0,0,0
53027669.3008103022,desktop,India,<Other>,0,0,0,0
53174444.0041295003,mobile,United States,cpc,0,0,0,0
53379384.0448742187,mobile,United States,organic,18,0,3,1
53513123.8405003110,desktop,India,organic,0,0,0,0
53786147.1724044363,mobile,China,referral,0,0,0,0
53840633.7172765641,desktop,United States,referral,0,0,0,0
54687681.6568032745,mobile,United States,referral,0,0,0,0
54720548.1109329340,desktop,India,organic,1,0,0,0
55388862.9418517697,desktop,Netherlands,organic,1,0,0,0
55698543.6429394213,desktop,Australia,(none),1,0,0,0
55787885.3029484602,mobile,Indonesia,referral,1,0,0,0
56028719.4383186896,mobile,United States,<Other>,0,0,0,0
56110190.2206479626,desktop,United States,referral,226,0,3,1
57516363.5758729134,mobile,France,(none),10,0,4,1
57674870.4435054416,desktop,South Korea,<Other>,5,0,0,0
58202770.9352561653,desktop,Indonesia,referral,1,0,2,1
58478626.5503259455,desktop,India,cpc,0,0,0,0
58611263.6554351734,desktop,Canada,cpc,12,0,0,0
58709948.0834596261,desktop,United Kingdom,organic,0,0,0,0
58817501.0466843000,mobile,United States,organic,2,0,0,0
59061039.5435612071,desktop,Switzerland,referral,30,13,5,1
59413769.9031955760,desktop,United States,(none),0,0,0,0
59521270.3010689537,desktop,United States,organic,0,0,0,0
59866175.6852352446,desktop,United States,organic,0,0,0,0
60299874.7541071764,tablet,India,organic,80,0,3,0
60552461.1541787592,mobile,United States,(none),0,0,0,0
61441972.4356843337,desktop,Mexico,referral,0,0,0,0
61766851.1573211957,desktop,United States,organic,1,0,0,0
62287929.0885161440,desktop,Singapore,organic,9,1,0,0
62951157.3660262697,desktop,United States,referral,0,0,0,0
